k,b_k,G_tilde,eta_k,r_drift,gamma,x_before_0,x_after_0,a_0,x_before_1,x_after_1,a_1,x_before_2,x_after_2,a_2,x_before_3,x_after_3,a_3
19184,0,17.050476,0.070993,0.007301,0.00563436,0.887313,0.884496,1,0.864775,0.861395,1,0.909850,0.907596,1,0.830969,0.826743,1
19185,0,17.437411,0.070993,0.007301,0.00563436,0.884496,0.881678,1,0.861395,0.858014,1,0.907596,0.905343,1,0.826743,0.822518,1
19186,0,17.822844,0.070993,0.007301,0.00563436,0.881678,0.878861,1,0.858014,0.854633,1,0.905343,0.903089,1,0.822518,0.818292,1
19187,0,18.206776,0.070993,0.007301,0.00563436,0.878861,0.876044,1,0.854633,0.851253,1,0.903089,0.900835,1,0.818292,0.814066,1
19188,0,18.589205,0.070993,0.007301,0.00563436,0.876044,0.873227,1,0.851253,0.847872,1,0.900835,0.898581,1,0.814066,0.809840,1
19189,0,18.970134,0.070993,0.007301,0.00563436,0.873227,0.870410,1,0.847872,0.844492,1,0.898581,0.896328,1,0.809840,0.805615,1
19190,0,19.349561,0.070993,0.007301,0.00563436,0.870410,0.867593,1,0.844492,0.841111,1,0.896328,0.894074,1,0.805615,0.801389,1
19191,0,19.727486,0.070993,0.007301,0.00563436,0.867593,0.864775,1,0.841111,0.837730,1,0.894074,0.891820,1,0.801389,0.797163,1
19192,0,20.103910,0.070993,0.007301,0.00563436,0.864775,0.861958,1,0.837730,0.834350,1,0.891820,0.889567,1,0.797163,0.792937,1
19193,0,20.478832,0.070993,0.007301,0.00563436,0.861958,0.859141,1,0.834350,0.830969,1,0.889567,0.887313,1,0.792937,0.788711,1
19194,0,20.852252,0.070993,0.007301,0.00563436,0.859141,0.856324,1,0.830969,0.827589,1,0.887313,0.885059,1,0.788711,0.784486,1
19195,0,21.224171,0.070993,0.007301,0.00563436,0.856324,0.853507,1,0.827589,0.824208,1,0.885059,0.882805,1,0.784486,0.780260,1
19196,0,21.594589,0.070993,0.007301,0.00563436,0.853507,0.850689,1,0.824208,0.820827,1,0.882805,0.880552,1,0.780260,0.776034,1
19197,0,21.963505,0.070993,0.007301,0.00563436,0.850689,0.847872,1,0.820827,0.817447,1,0.880552,0.878298,1,0.776034,0.771808,1
19198,0,22.330919,0.070993,0.007301,0.00563436,0.847872,0.845055,1,0.817447,0.814066,1,0.878298,0.876044,1,0.771808,0.767583,1
19199,0,22.696832,0.070993,0.007301,0.00563436,0.845055,0.842238,1,0.814066,0.810685,1,0.876044,0.873790,1,0.767583,0.763357,1
19200,0,23.061243,0.070993,0.007301,0.00563436,0.842238,0.839421,1,0.810685,0.807305,1,0.873790,0.871537,1,0.763357,0.759131,1
19201,0,23.424153,0.070993,0.007301,0.00563436,0.839421,0.836604,1,0.807305,0.803924,1,0.871537,0.869283,1,0.759131,0.754905,1
19202,0,23.785561,0.070993,0.007301,0.00563436,0.836604,0.833786,1,0.803924,0.800544,1,0.869283,0.867029,1,0.754905,0.750679,1
19203,0,24.145467,0.070993,0.007301,0.00563436,0.833786,0.830969,1,0.800544,0.797163,1,0.867029,0.864775,1,0.750679,0.746454,1
19204,0,24.503872,0.070993,0.007301,0.00563436,0.830969,0.828152,1,0.797163,0.793782,1,0.864775,0.862522,1,0.746454,0.742228,1
19205,0,24.860776,0.070993,0.007301,0.00563436,0.828152,0.825335,1,0.793782,0.790402,1,0.862522,0.860268,1,0.742228,0.738002,1
19206,0,25.216178,0.070993,0.007301,0.00563436,0.825335,0.822518,1,0.790402,0.787021,1,0.860268,0.858014,1,0.738002,0.733776,1
19207,0,25.570078,0.070993,0.007301,0.00563436,0.822518,0.819700,1,0.787021,0.783641,1,0.858014,0.855760,1,0.733776,0.729551,1
19208,0,25.922477,0.070993,0.007301,0.00563436,0.819700,0.816883,1,0.783641,0.780260,1,0.855760,0.853507,1,0.729551,0.725325,1
19209,0,26.273374,0.070993,0.007301,0.00563436,0.816883,0.814066,1,0.780260,0.776879,1,0.853507,0.851253,1,0.725325,0.721099,1
19210,0,26.622770,0.070993,0.007301,0.00563436,0.814066,0.811249,1,0.776879,0.773499,1,0.851253,0.848999,1,0.721099,0.716873,1
19211,0,26.970664,0.070993,0.007301,0.00563436,0.811249,0.808432,1,0.773499,0.770118,1,0.848999,0.846745,1,0.716873,0.712648,1
19212,0,27.317056,0.070993,0.007301,0.00563436,0.808432,0.805615,1,0.770118,0.766737,1,0.846745,0.844492,1,0.712648,0.708422,1
19213,0,27.661947,0.070993,0.007301,0.00563436,0.805615,0.802797,1,0.766737,0.763357,1,0.844492,0.842238,1,0.708422,0.704196,1
19214,0,28.005337,0.070993,0.007301,0.00563436,0.802797,0.799980,1,0.763357,0.759976,1,0.842238,0.839984,1,0.704196,0.699970,0
19215,0,9.593389,0.070993,0.007301,0.00563436,0.799980,0.797163,1,0.759976,0.756596,1,0.839984,0.837730,1,1.000000,0.995774,1
19216,0,9.978779,0.070993,0.007301,0.00563436,0.797163,0.794346,1,0.756596,0.753215,1,0.837730,0.835477,1,0.995774,0.991548,1
19217,0,10.362669,0.070993,0.007301,0.00563436,0.794346,0.791529,1,0.753215,0.749834,1,0.835477,0.833223,1,0.991548,0.987323,1
19218,0,10.745056,0.070993,0.007301,0.00563436,0.791529,0.788711,1,0.749834,0.746454,1,0.833223,0.830969,1,0.987323,0.983097,1
19219,0,11.125942,0.070993,0.007301,0.00563436,0.788711,0.785894,1,0.746454,0.743073,1,0.830969,0.828715,1,0.983097,0.978871,1
19220,0,11.505327,0.070993,0.007301,0.00563436,0.785894,0.783077,1,0.743073,0.739692,1,0.828715,0.826462,1,0.978871,0.974645,1
19221,0,11.883210,0.070993,0.007301,0.00563436,0.783077,0.780260,1,0.739692,0.736312,1,0.826462,0.824208,1,0.974645,0.970420,1
19222,0,12.259591,0.070993,0.007301,0.00563436,0.780260,0.777443,1,0.736312,0.732931,1,0.824208,0.821954,1,0.970420,0.966194,1
19223,0,12.634471,0.070993,0.007301,0.00563436,0.777443,0.774626,1,0.732931,0.729551,1,0.821954,0.819700,1,0.966194,0.961968,1
19224,0,13.007849,0.070993,0.007301,0.00563436,0.774626,0.771808,1,0.729551,0.726170,1,0.819700,0.817447,1,0.961968,0.957742,1
19225,0,13.379726,0.070993,0.007301,0.00563436,0.771808,0.768991,1,0.726170,0.722789,1,0.817447,0.815193,1,0.957742,0.953517,1
19226,0,13.750101,0.070993,0.007301,0.00563436,0.768991,0.766174,1,0.722789,0.719409,1,0.815193,0.812939,1,0.953517,0.949291,1
19227,0,14.118975,0.070993,0.007301,0.00563436,0.766174,0.763357,1,0.719409,0.716028,1,0.812939,0.810685,1,0.949291,0.945065,1
19228,0,14.486347,0.070993,0.007301,0.00563436,0.763357,0.760540,1,0.716028,0.712648,1,0.810685,0.808432,1,0.945065,0.940839,1
19229,0,14.852218,0.070993,0.007301,0.00563436,0.760540,0.757722,1,0.712648,0.709267,1,0.808432,0.806178,1,0.940839,0.936613,1
19230,0,15.216587,0.070993,0.007301,0.00563436,0.757722,0.754905,1,0.709267,0.705886,1,0.806178,0.803924,1,0.936613,0.932388,1
19231,0,15.579454,0.070993,0.007301,0.00563436,0.754905,0.752088,1,0.705886,0.702506,1,0.803924,0.801670,1,0.932388,0.928162,1
19232,0,15.940820,0.070993,0.007301,0.00563436,0.752088,0.749271,1,0.702506,0.699125,0,0.801670,0.799417,1,0.928162,0.923936,1
19233,0,1.401514,0.070993,0.007301,0.00563436,0.749271,0.746454,1,1.000000,0.996619,1,0.799417,0.797163,1,0.923936,0.919710,1
19234,0,1.795982,0.070993,0.007301,0.00563436,0.746454,0.743637,1,0.996619,0.993239,1,0.797163,0.794909,1,0.919710,0.915485,1
19235,0,2.188948,0.070993,0.007301,0.00563436,0.743637,0.740819,1,0.993239,0.989858,1,0.794909,0.792655,1,0.915485,0.911259,1
19236,0,2.580412,0.070993,0.007301,0.00563436,0.740819,0.738002,1,0.989858,0.986478,1,0.792655,0.790402,1,0.911259,0.907033,1
19237,0,2.970375,0.070993,0.007301,0.00563436,0.738002,0.735185,1,0.986478,0.983097,1,0.790402,0.788148,1,0.907033,0.902807,1
19238,0,3.358837,0.070993,0.007301,0.00563436,0.735185,0.732368,1,0.983097,0.979716,1,0.788148,0.785894,1,0.902807,0.898581,1
19239,0,3.745797,0.070993,0.007301,0.00563436,0.732368,0.729551,1,0.979716,0.976336,1,0.785894,0.783641,1,0.898581,0.894356,1
19240,0,4.131255,0.070993,0.007301,0.00563436,0.729551,0.726733,1,0.976336,0.972955,1,0.783641,0.781387,1,0.894356,0.890130,1
19241,0,4.515212,0.070993,0.007301,0.00563436,0.726733,0.723916,1,0.972955,0.969574,1,0.781387,0.779133,1,0.890130,0.885904,1
19242,0,4.897667,0.070993,0.007301,0.00563436,0.723916,0.721099,1,0.969574,0.966194,1,0.779133,0.776879,1,0.885904,0.881678,1
19243,0,5.278621,0.070993,0.007301,0.00563436,0.721099,0.718282,1,0.966194,0.962813,1,0.776879,0.774626,1,0.881678,0.877453,1
19244,0,5.658073,0.070993,0.007301,0.00563436,0.718282,0.715465,1,0.962813,0.959433,1,0.774626,0.772372,1,0.877453,0.873227,1
19245,0,6.036024,0.070993,0.007301,0.00563436,0.715465,0.712648,1,0.959433,0.956052,1,0.772372,0.770118,1,0.873227,0.869001,1
19246,0,6.412473,0.070993,0.007301,0.00563436,0.712648,0.709830,1,0.956052,0.952671,1,0.770118,0.767864,1,0.869001,0.864775,1
19247,0,6.787420,0.070993,0.007301,0.00563436,0.709830,0.707013,1,0.952671,0.949291,1,0.767864,0.765611,1,0.864775,0.860550,1
19248,0,7.160866,0.070993,0.007301,0.00563436,0.707013,0.704196,1,0.949291,0.945910,1,0.765611,0.763357,1,0.860550,0.856324,1
19249,0,7.532811,0.070993,0.007301,0.00563436,0.704196,0.701379,1,0.945910,0.942530,1,0.763357,0.761103,1,0.856324,0.852098,1
19250,0,7.903253,0.070993,0.007301,0.00563436,0.701379,0.698562,0,0.942530,0.939149,1,0.761103,0.758849,1,0.852098,0.847872,1
19251,1,-39.528567,0.070993,0.007301,0.00563436,1.000000,1.000000,1,0.939149,0.947600,1,0.758849,0.764484,1,0.847872,0.857732,1
19252,1,-39.122093,0.070993,0.007301,0.00563436,1.000000,1.000000,1,0.947600,0.956052,1,0.764484,0.770118,1,0.857732,0.867593,1
19253,1,-38.712674,0.070993,0.007301,0.00563436,1.000000,1.000000,1,0.956052,0.964504,1,0.770118,0.775752,1,0.867593,0.877453,1
19254,1,-38.300312,0.070993,0.007301,0.00563436,1.000000,1.000000,1,0.964504,0.972955,1,0.775752,0.781387,1,0.877453,0.887313,1
19255,1,-37.885005,0.070993,0.007301,0.00563436,1.000000,1.000000,1,0.972955,0.981407,1,0.781387,0.787021,1,0.887313,0.897173,1
19256,1,-37.466755,0.070993,0.007301,0.00563436,1.000000,1.000000,1,0.981407,0.989858,1,0.787021,0.792655,1,0.897173,0.907033,1
19257,1,-37.045560,0.070993,0.007301,0.00563436,1.000000,1.000000,1,0.989858,0.998310,1,0.792655,0.798290,1,0.907033,0.916893,1
19258,1,-36.621422,0.070993,0.007301,0.00563436,1.000000,1.000000,1,0.998310,1.000000,1,0.798290,0.803924,1,0.916893,0.926753,1
19259,1,-36.195963,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.803924,0.809559,1,0.926753,0.936613,1
19260,1,-35.768776,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.809559,0.815193,1,0.936613,0.946474,1
19261,1,-35.339660,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.815193,0.820827,1,0.946474,0.956334,1
19262,1,-34.908614,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.820827,0.826462,1,0.956334,0.966194,1
19263,1,-34.475638,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.826462,0.832096,1,0.966194,0.976054,1
19264,1,-34.040733,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.832096,0.837730,1,0.976054,0.985914,1
19265,1,-33.603897,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.837730,0.843365,1,0.985914,0.995774,1
19266,1,-33.165132,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.843365,0.848999,1,0.995774,1.000000,1
19267,1,-32.726128,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.848999,0.854633,1,1.000000,1.000000,1
19268,1,-32.287306,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.854633,0.860268,1,1.000000,1.000000,1
19269,1,-31.848034,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.860268,0.865902,1,1.000000,1.000000,1
19270,1,-31.408311,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.865902,0.871537,1,1.000000,1.000000,1
19271,1,-30.968138,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.871537,0.877171,1,1.000000,1.000000,1
19272,1,-30.527513,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.877171,0.882805,1,1.000000,1.000000,1
19273,1,-30.086438,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.882805,0.888440,1,1.000000,1.000000,1
19274,1,-29.644912,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.888440,0.894074,1,1.000000,1.000000,1
19275,1,-29.202935,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.894074,0.899708,1,1.000000,1.000000,1
19276,1,-28.760508,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.899708,0.905343,1,1.000000,1.000000,1
19277,1,-28.317630,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.905343,0.910977,1,1.000000,1.000000,1
19278,1,-27.874301,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.910977,0.916611,1,1.000000,1.000000,1
19279,1,-27.430521,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.916611,0.922246,1,1.000000,1.000000,1
19280,1,-26.986291,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.922246,0.927880,1,1.000000,1.000000,1
19281,1,-26.541610,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.927880,0.933515,1,1.000000,1.000000,1
19282,1,-26.096478,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.933515,0.939149,1,1.000000,1.000000,1
19283,1,-25.650895,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.939149,0.944783,1,1.000000,1.000000,1
19284,1,-25.204862,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.944783,0.950418,1,1.000000,1.000000,1
19285,1,-24.758377,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.950418,0.956052,1,1.000000,1.000000,1
19286,1,-24.311443,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.956052,0.961686,1,1.000000,1.000000,1
19287,1,-23.864057,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.961686,0.967321,1,1.000000,1.000000,1
19288,1,-23.416220,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.967321,0.972955,1,1.000000,1.000000,1
19289,1,-22.967933,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.972955,0.978589,1,1.000000,1.000000,1
19290,1,-22.519195,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.978589,0.984224,1,1.000000,1.000000,1
19291,1,-22.070007,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.984224,0.989858,1,1.000000,1.000000,1
19292,1,-21.620367,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.989858,0.995493,1,1.000000,1.000000,1
19293,1,-21.170277,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.995493,1.000000,1,1.000000,1.000000,1
19294,1,-20.719917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19295,1,-20.269917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19296,1,-19.819917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19297,1,-19.369917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19298,1,-18.919917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19299,1,-18.469917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19300,1,-18.019917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19301,1,-17.569917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19302,1,-17.119917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19303,1,-16.669917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19304,1,-16.219917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19305,1,-15.769917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19306,1,-15.319917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19307,1,-14.869917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19308,1,-14.419917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19309,1,-13.969917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19310,1,-13.519917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19311,1,-13.069917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19312,1,-12.619917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19313,1,-12.169917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19314,1,-11.719917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19315,1,-11.269917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19316,1,-10.819917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19317,1,-10.369917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19318,1,-9.919917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19319,1,-9.469917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19320,1,-9.019917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19321,1,-8.569917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19322,1,-8.119917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19323,1,-7.669917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19324,1,-7.219917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19325,1,-6.769917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19326,1,-6.319917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19327,1,-5.869917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19328,1,-5.419917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19329,1,-4.969917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19330,1,-4.519917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19331,1,-4.069917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19332,1,-3.619917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19333,1,-3.169917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19334,1,-2.719917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19335,1,-2.269917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19336,1,-1.819917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19337,1,-1.369917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19338,1,-0.919917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19339,1,-0.469917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19340,1,-0.019917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19341,0,0.430083,0.070993,0.007301,0.00563436,1.000000,0.997183,1,1.000000,0.996619,1,1.000000,0.997746,1,1.000000,0.995774,1
19342,0,0.877080,0.070993,0.007301,0.00563436,0.997183,0.994366,1,0.996619,0.993239,1,0.997746,0.995493,1,0.995774,0.991548,1
19343,0,1.322576,0.070993,0.007301,0.00563436,0.994366,0.991548,1,0.993239,0.989858,1,0.995493,0.993239,1,0.991548,0.987323,1
19344,0,1.766569,0.070993,0.007301,0.00563436,0.991548,0.988731,1,0.989858,0.986478,1,0.993239,0.990985,1,0.987323,0.983097,1
19345,0,2.209062,0.070993,0.007301,0.00563436,0.988731,0.985914,1,0.986478,0.983097,1,0.990985,0.988731,1,0.983097,0.978871,1
19346,0,2.650052,0.070993,0.007301,0.00563436,0.985914,0.983097,1,0.983097,0.979716,1,0.988731,0.986478,1,0.978871,0.974645,1
19347,0,3.089541,0.070993,0.007301,0.00563436,0.983097,0.980280,1,0.979716,0.976336,1,0.986478,0.984224,1,0.974645,0.970420,1
19348,0,3.527529,0.070993,0.007301,0.00563436,0.980280,0.977463,1,0.976336,0.972955,1,0.984224,0.981970,1,0.970420,0.966194,1
19349,0,3.964015,0.070993,0.007301,0.00563436,0.977463,0.974645,1,0.972955,0.969574,1,0.981970,0.979716,1,0.966194,0.961968,1
19350,0,4.398999,0.070993,0.007301,0.00563436,0.974645,0.971828,1,0.969574,0.966194,1,0.979716,0.977463,1,0.961968,0.957742,1
19351,0,4.832482,0.070993,0.007301,0.00563436,0.971828,0.969011,1,0.966194,0.962813,1,0.977463,0.975209,1,0.957742,0.953517,1
19352,0,5.264463,0.070993,0.007301,0.00563436,0.969011,0.966194,1,0.962813,0.959433,1,0.975209,0.972955,1,0.953517,0.949291,1
19353,0,5.694943,0.070993,0.007301,0.00563436,0.966194,0.963377,1,0.959433,0.956052,1,0.972955,0.970701,1,0.949291,0.945065,1
19354,0,6.123921,0.070993,0.007301,0.00563436,0.963377,0.960559,1,0.956052,0.952671,1,0.970701,0.968448,1,0.945065,0.940839,1
19355,0,6.551398,0.070993,0.007301,0.00563436,0.960559,0.957742,1,0.952671,0.949291,1,0.968448,0.966194,1,0.940839,0.936613,1
19356,0,6.977373,0.070993,0.007301,0.00563436,0.957742,0.954925,1,0.949291,0.945910,1,0.966194,0.963940,1,0.936613,0.932388,1
19357,0,7.401847,0.070993,0.007301,0.00563436,0.954925,0.952108,1,0.945910,0.942530,1,0.963940,0.961686,1,0.932388,0.928162,1
19358,0,7.824819,0.070993,0.007301,0.00563436,0.952108,0.949291,1,0.942530,0.939149,1,0.961686,0.959433,1,0.928162,0.923936,1
19359,0,8.246289,0.070993,0.007301,0.00563436,0.949291,0.946474,1,0.939149,0.935768,1,0.959433,0.957179,1,0.923936,0.919710,1
19360,0,8.666258,0.070993,0.007301,0.00563436,0.946474,0.943656,1,0.935768,0.932388,1,0.957179,0.954925,1,0.919710,0.915485,1
19361,0,9.084725,0.070993,0.007301,0.00563436,0.943656,0.940839,1,0.932388,0.929007,1,0.954925,0.952671,1,0.915485,0.911259,1
19362,0,9.501691,0.070993,0.007301,0.00563436,0.940839,0.938022,1,0.929007,0.925626,1,0.952671,0.950418,1,0.911259,0.907033,1
19363,0,9.917155,0.070993,0.007301,0.00563436,0.938022,0.935205,1,0.925626,0.922246,1,0.950418,0.948164,1,0.907033,0.902807,1
19364,0,10.331118,0.070993,0.007301,0.00563436,0.935205,0.932388,1,0.922246,0.918865,1,0.948164,0.945910,1,0.902807,0.898581,1
19365,0,10.743579,0.070993,0.007301,0.00563436,0.932388,0.929570,1,0.918865,0.915485,1,0.945910,0.943656,1,0.898581,0.894356,1
19366,0,11.154538,0.070993,0.007301,0.00563436,0.929570,0.926753,1,0.915485,0.912104,1,0.943656,0.941403,1,0.894356,0.890130,1
19367,0,11.563996,0.070993,0.007301,0.00563436,0.926753,0.923936,1,0.912104,0.908723,1,0.941403,0.939149,1,0.890130,0.885904,1
19368,0,11.971953,0.070993,0.007301,0.00563436,0.923936,0.921119,1,0.908723,0.905343,1,0.939149,0.936895,1,0.885904,0.881678,1
19369,0,12.378407,0.070993,0.007301,0.00563436,0.921119,0.918302,1,0.905343,0.901962,1,0.936895,0.934641,1,0.881678,0.877453,1
