k,b_k,G_tilde,eta_k,r_drift,gamma,x_before_0,x_after_0,a_0,x_before_1,x_after_1,a_1,x_before_2,x_after_2,a_2,x_before_3,x_after_3,a_3
0,1,-79.550000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
1,1,-79.100000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
2,1,-78.650000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
3,1,-78.200000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
4,1,-77.750000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
5,1,-77.300000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
6,1,-76.850000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
7,1,-76.400000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8,1,-75.950000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
9,1,-75.500000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
10,1,-75.050000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
11,1,-74.600000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
12,1,-74.150000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
13,1,-73.700000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
14,1,-73.250000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
15,1,-72.800000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
16,1,-72.350000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
17,1,-71.900000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
18,1,-71.450000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
19,1,-71.000000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
20,1,-70.550000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
21,1,-70.100000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
22,1,-69.650000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
23,1,-69.200000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
24,1,-68.750000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
25,1,-68.300000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
26,1,-67.850000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
27,1,-67.400000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
28,1,-66.950000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
29,1,-66.500000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
30,1,-66.050000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
31,1,-65.600000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
32,1,-65.150000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
33,1,-64.700000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
34,1,-64.250000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
35,1,-63.800000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
36,1,-63.350000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
37,1,-62.900000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
38,1,-62.450000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
39,1,-62.000000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
40,1,-61.550000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
41,1,-61.100000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
42,1,-60.650000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
43,1,-60.200000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
44,1,-59.750000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
45,1,-59.300000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
46,1,-58.850000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
47,1,-58.400000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
48,1,-57.950000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
49,1,-57.500000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
50,1,-57.050000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
51,1,-56.600000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
52,1,-56.150000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
53,1,-55.700000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
54,1,-55.250000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
55,1,-54.800000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
56,1,-54.350000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
57,1,-53.900000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
58,1,-53.450000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
59,1,-53.000000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
60,1,-52.550000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
61,1,-52.100000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
62,1,-51.650000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
63,1,-51.200000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
64,1,-50.750000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
65,1,-50.300000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
66,1,-49.850000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
67,1,-49.400000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
68,1,-48.950000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
69,1,-48.500000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
70,1,-48.050000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
71,1,-47.600000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
72,1,-47.150000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
73,1,-46.700000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
74,1,-46.250000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
75,1,-45.800000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
76,1,-45.350000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
77,1,-44.900000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
78,1,-44.450000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
79,1,-44.000000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
80,1,-43.550000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
81,1,-43.100000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
82,1,-42.650000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
83,1,-42.200000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
84,1,-41.750000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
85,1,-41.300000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
86,1,-40.850000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
87,1,-40.400000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
88,1,-39.950000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
89,1,-39.500000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
90,1,-39.050000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
91,1,-38.600000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
92,1,-38.150000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
93,1,-37.700000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
94,1,-37.250000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
95,1,-36.800000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
96,1,-36.350000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
97,1,-35.900000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
98,1,-35.450000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
99,1,-35.000000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
100,1,-34.550000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
101,1,-34.100000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
102,1,-33.650000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
103,1,-33.200000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
104,1,-32.750000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
105,1,-32.300000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
106,1,-31.850000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
107,1,-31.400000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
108,1,-30.950000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
109,1,-30.500000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
110,1,-30.050000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
111,1,-29.600000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
112,1,-29.150000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
113,1,-28.700000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
114,1,-28.250000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
115,1,-27.800000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
116,1,-27.350000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
117,1,-26.900000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
118,1,-26.450000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
119,1,-26.000000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
120,1,-25.550000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
121,1,-25.100000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
122,1,-24.650000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
123,1,-24.200000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
124,1,-23.750000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
125,1,-23.300000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
126,1,-22.850000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
127,1,-22.400000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
128,1,-21.950000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
129,1,-21.500000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
130,1,-21.050000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
131,1,-20.600000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
132,1,-20.150000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
133,1,-19.700000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
134,1,-19.250000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
135,1,-18.800000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
136,1,-18.350000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
137,1,-17.900000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
138,1,-17.450000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
139,1,-17.000000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
140,1,-16.550000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
141,1,-16.100000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
142,1,-15.650000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
143,1,-15.200000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
144,1,-14.750000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
145,1,-14.300000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
146,1,-13.850000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
147,1,-13.400000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
148,1,-12.950000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
149,1,-12.500000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
150,1,-12.050000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
151,1,-11.600000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
152,1,-11.150000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
153,1,-10.700000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
154,1,-10.250000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
155,1,-9.800000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
156,1,-9.350000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
157,1,-8.900000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
158,1,-8.450000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
159,1,-8.000000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
160,1,-7.550000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
161,1,-7.100000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
162,1,-6.650000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
163,1,-6.200000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
164,1,-5.750000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
165,1,-5.300000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
166,1,-4.850000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
167,1,-4.400000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
168,1,-3.950000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
169,1,-3.500000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
170,1,-3.050000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
171,1,-2.600000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
172,1,-2.150000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
173,1,-1.700000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
174,1,-1.250000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
175,1,-0.800000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
176,1,-0.350000,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
177,0,0.100000,0.070993,0.007301,0.00563436,1.000000,0.997183,1,1.000000,0.996619,1,1.000000,0.997746,1,1.000000,0.995774,1
178,0,0.546997,0.070993,0.007301,0.00563436,0.997183,0.994366,1,0.996619,0.993239,1,0.997746,0.995493,1,0.995774,0.991548,1
179,0,0.992492,0.070993,0.007301,0.00563436,0.994366,0.991548,1,0.993239,0.989858,1,0.995493,0.993239,1,0.991548,0.987323,1
180,0,1.436486,0.070993,0.007301,0.00563436,0.991548,0.988731,1,0.989858,0.986478,1,0.993239,0.990985,1,0.987323,0.983097,1
181,0,1.878978,0.070993,0.007301,0.00563436,0.988731,0.985914,1,0.986478,0.983097,1,0.990985,0.988731,1,0.983097,0.978871,1
182,0,2.319969,0.070993,0.007301,0.00563436,0.985914,0.983097,1,0.983097,0.979716,1,0.988731,0.986478,1,0.978871,0.974645,1
183,0,2.759458,0.070993,0.007301,0.00563436,0.983097,0.980280,1,0.979716,0.976336,1,0.986478,0.984224,1,0.974645,0.970420,1
184,0,3.197445,0.070993,0.007301,0.00563436,0.980280,0.977463,1,0.976336,0.972955,1,0.984224,0.981970,1,0.970420,0.966194,1
185,0,3.633931,0.070993,0.007301,0.00563436,0.977463,0.974645,1,0.972955,0.969574,1,0.981970,0.979716,1,0.966194,0.961968,1
186,0,4.068916,0.070993,0.007301,0.00563436,0.974645,0.971828,1,0.969574,0.966194,1,0.979716,0.977463,1,0.961968,0.957742,1
187,0,4.502399,0.070993,0.007301,0.00563436,0.971828,0.969011,1,0.966194,0.962813,1,0.977463,0.975209,1,0.957742,0.953517,1
