drone_id,t,x,y,z,yaw
cf3,1.3000,-0.0761,0.1885,0.5219,0.0000
cf3,1.4000,-0.0811,0.1687,0.5231,0.0000
cf3,1.5000,-0.0822,0.1634,0.5234,0.0000
cf3,1.6000,-0.0822,0.1634,0.5234,0.0000
cf3,1.7000,-0.0823,0.1629,0.5234,0.0000
cf3,1.8000,-0.0828,0.1591,0.5235,0.0000
cf3,1.9000,-0.0837,0.1489,0.5239,0.0000
cf3,2.0000,-0.0852,0.1241,0.5250,0.0000
cf3,2.1000,-0.0860,0.0913,0.5263,0.0000
cf3,2.2000,-0.0857,0.0510,0.5277,0.0000
cf3,2.3000,-0.0839,0.0051,0.5285,0.0000
cf3,2.4000,-0.0811,-0.0362,0.5284,0.0000
cf3,2.5000,-0.0776,-0.0748,0.5276,0.0000
cf3,2.6000,-0.0734,-0.1132,0.5262,0.0000
cf3,2.7000,-0.0686,-0.1519,0.5244,0.0000
cf3,2.8000,-0.0632,-0.1909,0.5223,0.0000
cf3,2.9000,-0.0577,-0.2296,0.5202,0.0000
cf3,3.0000,-0.0521,-0.2676,0.5180,0.0000
cf3,3.1000,-0.0467,-0.3043,0.5160,0.0000
cf3,3.2000,-0.0418,-0.3390,0.5142,0.0000
cf3,3.3000,-0.0374,-0.3713,0.5126,0.0000
cf3,3.4000,-0.0337,-0.4007,0.5114,0.0000
cf3,3.5000,-0.0308,-0.4267,0.5104,0.0000
cf3,3.6000,-0.0286,-0.4490,0.5097,0.0000
cf3,3.7000,-0.0271,-0.4680,0.5093,0.0000
cf3,3.8000,-0.0260,-0.4848,0.5091,0.0000
cf3,3.9000,-0.0253,-0.5027,0.5090,0.0000
cf4,0.0000,-0.0000,-0.5000,0.5000,0.0000
cf4,0.1000,0.0000,-0.4744,0.5000,0.0000
cf4,0.2000,0.0000,-0.4637,0.5000,0.0000
cf4,0.3000,0.0000,-0.4622,0.5000,0.0000
cf4,0.4000,0.0002,-0.4595,0.5000,0.0000
cf4,0.5000,0.0010,-0.4507,0.5002,0.0000
cf4,0.6000,0.0030,-0.4340,0.5008,0.0000
cf4,0.7000,0.0067,-0.4093,0.5018,0.0000
cf4,0.8000,0.0124,-0.3772,0.5036,0.0000
cf4,0.9000,0.0201,-0.3390,0.5060,0.0000
cf4,1.0000,0.0296,-0.2959,0.5091,0.0000
cf4,1.1000,0.0404,-0.2495,0.5125,0.0000
cf4,1.2000,0.0520,-0.2012,0.5162,0.0000
cf4,1.3000,0.0637,-0.1525,0.5197,0.0000
cf4,1.4000,0.0749,-0.1045,0.5227,0.0000
cf4,1.5000,0.0852,-0.0581,0.5249,0.0000
cf4,1.6000,0.0943,-0.0126,0.5262,0.0000
cf4,1.7000,0.1026,0.0348,0.5265,0.0000
cf4,1.8000,0.1085,0.0753,0.5260,0.0000
cf4,1.9000,0.1122,0.1089,0.5253,0.0000
cf4,2.0000,0.1144,0.1369,0.5246,0.0000
cf4,2.1000,0.1149,0.1501,0.5243,0.0000
cf4,2.2000,0.1150,0.1557,0.5242,0.0000
cf4,2.3000,0.1150,0.1575,0.5242,0.0000
cf4,2.4000,0.1150,0.1575,0.5242,0.0000
cf4,2.5000,0.1150,0.1575,0.5242,0.0000
cf4,2.6000,0.1150,0.1575,0.5242,0.0000
cf4,2.7000,0.1138,0.1660,0.5240,0.0000
cf4,2.8000,0.1105,0.1862,0.5233,0.0000
cf4,2.9000,0.1045,0.2177,0.5219,0.0000
cf4,3.0000,0.0959,0.2581,0.5199,0.0000
cf4,3.1000,0.0858,0.3039,0.5175,0.0000
cf4,3.2000,0.0751,0.3510,0.5149,0.0000
cf4,3.3000,0.0653,0.3956,0.5125,0.0000
cf4,3.4000,0.0575,0.4341,0.5107,0.0000
cf4,3.5000,0.0520,0.4636,0.5096,0.0000
cf4,3.6000,0.0490,0.4829,0.5090,0.0000
cf4,3.7000,0.0478,0.4926,0.5088,0.0000
cf4,3.8000,0.0473,0.4973,0.5088,0.0000
cf4,3.9000,0.0467,0.5075,0.5087,0.0000
