drone_id,t,x,y,z,yaw
cf4,1.6000,0.0930,-0.0203,0.5248,0.0000
cf4,1.7000,0.1029,0.0356,0.5248,0.0000
cf4,1.8000,0.1090,0.0769,0.5240,0.0000
cf4,1.9000,0.1128,0.1098,0.5230,0.0000
cf4,2.0000,0.1152,0.1399,0.5222,0.0000
cf4,2.1000,0.1159,0.1552,0.5218,0.0000
cf4,2.2000,0.1160,0.1584,0.5218,0.0000
cf4,2.3000,0.1160,0.1600,0.5218,0.0000
cf4,2.4000,0.1160,0.1600,0.5218,0.0000
cf4,2.5000,0.1160,0.1600,0.5218,0.0000
cf4,2.6000,0.1160,0.1600,0.5218,0.0000
cf4,2.7000,0.1160,0.1600,0.5218,0.0000
cf4,2.8000,0.1136,0.1748,0.5214,0.0000
cf4,2.9000,0.1081,0.2043,0.5204,0.0000
cf4,3.0000,0.0990,0.2475,0.5184,0.0000
cf4,3.1000,0.0875,0.2986,0.5159,0.0000
cf4,3.2000,0.0752,0.3520,0.5131,0.0000
cf4,3.3000,0.0639,0.4026,0.5106,0.0000
cf4,3.4000,0.0549,0.4457,0.5087,0.0000
cf4,3.5000,0.0490,0.4773,0.5076,0.0000
cf4,3.6000,0.0463,0.4943,0.5072,0.0000
cf4,3.7000,0.0459,0.4968,0.5072,0.0000
cf4,3.8000,0.0459,0.4968,0.5072,0.0000
cf4,3.9000,0.0453,0.5071,0.5071,0.0000
